UserID,Data,Azione,Punti,Successo,GiornoChurnSimulato
U0043,2025-01-01,Riscatto_Premio,-375,True,120
U0045,2025-01-01,Login,9,True,120
U0045,2025-01-01,Task_Completato,97,True,120
U0047,2025-01-01,Login,8,True,120
U0047,2025-01-01,Task_Completato,99,True,120
U0048,2025-01-01,Login,7,True,120
U0048,2025-01-01,Task_Fallito,0,False,120
U0049,2025-01-01,Login,10,True,86
U0049,2025-01-01,Task_Fallito,0,False,86
U0050,2025-01-01,Login,10,True,120
U0050,2025-01-01,Task_Fallito,0,False,120
U0051,2025-01-01,Login,9,True,46
U0051,2025-01-01,Task_Fallito,0,False,46
U0052,2025-01-01,Login,7,True,120
U0052,2025-01-01,Task_Fallito,0,False,120
U0055,2025-01-01,Login,8,True,72
U0055,2025-01-01,Task_Completato,145,True,72
U0057,2025-01-01,Login,5,True,120
U0057,2025-01-01,Task_Completato,135,True,120
U0059,2025-01-01,Login,6,True,120
U0059,2025-01-01,Task_Completato,100,True,120
U0060,2025-01-01,Login,9,True,120
U0060,2025-01-01,Task_Fallito,0,False,120
U0061,2025-01-01,Login,12,True,120
U0061,2025-01-01,Task_Fallito,0,False,120
U0063,2025-01-01,Login,5,True,58
U0063,2025-01-01,Task_Fallito,0,False,58
U0064,2025-01-01,Login,12,True,120
U0064,2025-01-01,Task_Completato,86,True,120
U0065,2025-01-01,Login,9,True,120
U0065,2025-01-01,Task_Completato,85,True,120
U0066,2025-01-01,Login,9,True,120
U0066,2025-01-01,Task_Fallito,0,False,120
U0067,2025-01-01,Login,10,True,120
U0067,2025-01-01,Task_Completato,60,True,120
U0068,2025-01-01,Login,12,True,9
U0068,2025-01-01,Task_Completato,95,True,9
U0072,2025-01-01,Login,8,True,120
U0072,2025-01-01,Task_Fallito,0,False,120
U0073,2025-01-01,Login,10,True,90
U0073,2025-01-01,Task_Completato,111,True,90
U0076,2025-01-01,Login,6,True,112
U0076,2025-01-01,Task_Fallito,0,False,112
U0077,2025-01-01,Login,7,True,114
U0077,2025-01-01,Task_Fallito,0,False,114
U0079,2025-01-01,Login,13,True,120
U0079,2025-01-01,Task_Completato,94,True,120
U0082,2025-01-01,Login,10,True,120
U0082,2025-01-01,Task_Completato,118,True,120
U0083,2025-01-01,Login,11,True,120
U0083,2025-01-01,Task_Completato,145,True,120
U0084,2025-01-01,Login,7,True,120
U0084,2025-01-01,Task_Completato,91,True,120
U0085,2025-01-01,Login,6,True,120
U0085,2025-01-01,Task_Completato,84,True,120
U0087,2025-01-01,Login,7,True,114
U0087,2025-01-01,Task_Completato,75,True,114
U0088,2025-01-01,Login,11,True,120
U0088,2025-01-01,Task_Completato,85,True,120
U0090,2025-01-01,Login,12,True,120
U0090,2025-01-01,Task_Fallito,0,False,120
U0094,2025-01-01,Login,11,True,116
U0094,2025-01-01,Task_Completato,95,True,116
U0096,2025-01-01,Login,7,True,87
U0096,2025-01-01,Task_Fallito,0,False,87
U0099,2025-01-01,Login,7,True,120
U0099,2025-01-01,Task_Completato,65,True,120
U0100,2025-01-01,Login,6,True,120
U0100,2025-01-01,Task_Fallito,0,False,120
U0101,2025-01-01,Login,6,True,120
U0101,2025-01-01,Task_Fallito,0,False,120
U0102,2025-01-01,Login,6,True,97
U0102,2025-01-01,Task_Completato,57,True,97
U0103,2025-01-01,Login,11,True,120
U0103,2025-01-01,Task_Fallito,0,False,120
U0104,2025-01-01,Login,5,True,120
U0104,2025-01-01,Task_Fallito,0,False,120
U0105,2025-01-01,Login,7,True,34
U0105,2025-01-01,Task_Fallito,0,False,34
U0106,2025-01-01,Login,5,True,120
U0106,2025-01-01,Task_Fallito,0,False,120
U0107,2025-01-01,Login,8,True,120
U0107,2025-01-01,Task_Fallito,0,False,120
U0109,2025-01-01,Login,8,True,120
U0109,2025-01-01,Task_Completato,128,True,120
U0110,2025-01-01,Login,11,True,99
U0110,2025-01-01,Task_Fallito,0,False,99
U0111,2025-01-01,Login,6,True,120
U0111,2025-01-01,Task_Completato,147,True,120
U0112,2025-01-01,Login,5,True,119
U0112,2025-01-01,Task_Completato,144,True,119
U0118,2025-01-01,Login,10,True,120
U0118,2025-01-01,Task_Completato,113,True,120
U0119,2025-01-01,Login,5,True,37
U0119,2025-01-01,Task_Completato,58,True,37
U0120,2025-01-01,Login,8,True,96
U0120,2025-01-01,Task_Fallito,0,False,96
U0124,2025-01-01,Login,5,True,120
U0124,2025-01-01,Task_Completato,139,True,120
U0128,2025-01-01,Login,9,True,49
U0128,2025-01-01,Task_Fallito,0,False,49
U0132,2025-01-01,Login,13,True,120
U0132,2025-01-01,Task_Completato,132,True,120
U0134,2025-01-01,Login,10,True,120
U0134,2025-01-01,Task_Fallito,0,False,120
U0136,2025-01-01,Login,6,True,120
U0136,2025-01-01,Task_Completato,148,True,120
U0137,2025-01-01,Login,13,True,120
U0137,2025-01-01,Task_Completato,62,True,120
U0139,2025-01-01,Login,10,True,112
U0139,2025-01-01,Task_Completato,105,True,112
U0142,2025-01-01,Login,13,True,120
U0142,2025-01-01,Task_Completato,56,True,120
U0145,2025-01-01,Login,12,True,120
U0145,2025-01-01,Task_Completato,114,True,120
U0146,2025-01-01,Login,7,True,120
U0146,2025-01-01,Task_Completato,98,True,120
U0148,2025-01-01,Login,9,True,120
U0148,2025-01-01,Task_Fallito,0,False,120
U0153,2025-01-01,Login,7,True,120
U0153,2025-01-01,Task_Completato,66,True,120
U0154,2025-01-01,Login,13,True,120
U0154,2025-01-01,Task_Fallito,0,False,120
U0156,2025-01-01,Login,5,True,120
U0156,2025-01-01,Task_Completato,107,True,120
U0158,2025-01-01,Login,13,True,120
U0158,2025-01-01,Task_Completato,55,True,120
U0159,2025-01-01,Login,13,True,120
U0159,2025-01-01,Task_Fallito,0,False,120
U0160,2025-01-01,Login,9,True,120
U0160,2025-01-01,Task_Fallito,0,False,120
U0162,2025-01-01,Login,12,True,71
U0162,2025-01-01,Task_Fallito,0,False,71
U0163,2025-01-01,Login,10,True,120
U0163,2025-01-01,Task_Completato,116,True,120
U0165,2025-01-01,Login,11,True,120
U0165,2025-01-01,Task_Completato,53,True,120
U0167,2025-01-01,Login,8,True,120
U0167,2025-01-01,Task_Completato,64,True,120
U0168,2025-01-01,Login,5,True,120
U0168,2025-01-01,Task_Completato,120,True,120
U0169,2025-01-01,Login,14,True,120
U0169,2025-01-01,Task_Completato,132,True,120
U0172,2025-01-01,Login,5,True,120
U0172,2025-01-01,Task_Completato,101,True,120
U0174,2025-01-01,Login,13,True,120
U0174,2025-01-01,Task_Completato,75,True,120
U0175,2025-01-01,Login,8,True,120
U0175,2025-01-01,Task_Completato,103,True,120
U0176,2025-01-01,Login,6,True,120
U0176,2025-01-01,Task_Completato,110,True,120
U0178,2025-01-01,Login,10,True,89
U0178,2025-01-01,Task_Fallito,0,False,89
U0179,2025-01-01,Login,7,True,92
U0179,2025-01-01,Task_Completato,142,True,92
U0181,2025-01-01,Login,5,True,120
U0181,2025-01-01,Task_Fallito,0,False,120
U0183,2025-01-01,Login,10,True,49
U0183,2025-01-01,Task_Completato,117,True,49
U0185,2025-01-01,Login,14,True,120
U0185,2025-01-01,Task_Completato,125,True,120
U0186,2025-01-01,Login,7,True,83
U0186,2025-01-01,Task_Completato,131,True,83
U0187,2025-01-01,Login,7,True,38
U0187,2025-01-01,Task_Fallito,0,False,38
U0189,2025-01-01,Login,6,True,63
U0189,2025-01-01,Task_Fallito,0,False,63
U0191,2025-01-01,Login,8,True,120
U0191,2025-01-01,Task_Completato,114,True,120
U0196,2025-01-01,Login,9,True,120
U0196,2025-01-01,Task_Completato,141,True,120
U0197,2025-01-01,Login,9,True,83
U0197,2025-01-01,Task_Completato,115,True,83
U0199,2025-01-01,Login,13,True,58
U0199,2025-01-01,Task_Fallito,0,False,58
U0200,2025-01-01,Login,8,True,90
U0200,2025-01-01,Task_Completato,76,True,90
U0201,2025-01-01,Login,13,True,120
U0201,2025-01-01,Task_Fallito,0,False,120
U0202,2025-01-01,Login,9,True,120
U0202,2025-01-01,Task_Completato,148,True,120
U0203,2025-01-01,Login,5,True,120
U0203,2025-01-01,Task_Fallito,0,False,120
U0205,2025-01-01,Login,8,True,120
U0205,2025-01-01,Task_Fallito,0,False,120
U0208,2025-01-01,Login,13,True,120
U0208,2025-01-01,Task_Completato,114,True,120
U0210,2025-01-01,Login,8,True,120
U0210,2025-01-01,Task_Completato,60,True,120
U0211,2025-01-01,Login,14,True,76
U0211,2025-01-01,Task_Fallito,0,False,76
U0212,2025-01-01,Login,11,True,107
U0212,2025-01-01,Task_Fallito,0,False,107
U0213,2025-01-01,Login,8,True,120
U0213,2025-01-01,Task_Fallito,0,False,120
U0214,2025-01-01,Login,12,True,120
U0214,2025-01-01,Task_Completato,68,True,120
U0215,2025-01-01,Login,13,True,120
U0215,2025-01-01,Task_Completato,64,True,120
U0216,2025-01-01,Login,12,True,120
U0216,2025-01-01,Task_Fallito,0,False,120
U0217,2025-01-01,Login,12,True,120
U0217,2025-01-01,Task_Completato,53,True,120
U0220,2025-01-01,Login,11,True,73
U0220,2025-01-01,Task_Fallito,0,False,73
U0223,2025-01-01,Login,10,True,120
U0223,2025-01-01,Task_Completato,106,True,120
U0224,2025-01-01,Login,10,True,120
U0224,2025-01-01,Task_Completato,133,True,120
U0225,2025-01-01,Login,8,True,120
U0225,2025-01-01,Task_Fallito,0,False,120
U0226,2025-01-01,Login,13,True,120
U0226,2025-01-01,Task_Fallito,0,False,120
U0228,2025-01-01,Login,13,True,120
U0228,2025-01-01,Task_Completato,100,True,120
U0234,2025-01-01,Login,9,True,88
U0234,2025-01-01,Task_Completato,65,True,88
U0235,2025-01-01,Login,14,True,120
U0235,2025-01-01,Task_Completato,83,True,120
U0238,2025-01-01,Login,13,True,120
U0238,2025-01-01,Task_Completato,97,True,120
U0240,2025-01-01,Login,10,True,120
U0240,2025-01-01,Task_Fallito,0,False,120
U0241,2025-01-01,Login,5,True,64
U0241,2025-01-01,Task_Fallito,0,False,64
U0244,2025-01-01,Login,5,True,120
U0244,2025-01-01,Task_Completato,88,True,120
U0245,2025-01-01,Login,6,True,120
U0245,2025-01-01,Task_Fallito,0,False,120
U0247,2025-01-01,Login,8,True,120
U0247,2025-01-01,Task_Completato,130,True,120
U0251,2025-01-01,Login,7,True,120
U0251,2025-01-01,Task_Completato,149,True,120
U0252,2025-01-01,Login,6,True,120
U0252,2025-01-01,Task_Completato,92,True,120
U0253,2025-01-01,Login,14,True,39
U0253,2025-01-01,Task_Fallito,0,False,39
U0254,2025-01-01,Login,12,True,120
U0254,2025-01-01,Task_Fallito,0,False,120
U0255,2025-01-01,Login,5,True,120
U0255,2025-01-01,Task_Completato,114,True,120
U0256,2025-01-01,Login,12,True,75
U0256,2025-01-01,Task_Completato,113,True,75
U0258,2025-01-01,Login,14,True,33
U0258,2025-01-01,Task_Fallito,0,False,33
U0260,2025-01-01,Login,10,True,120
U0260,2025-01-01,Task_Completato,121,True,120
U0265,2025-01-01,Login,12,True,51
U0265,2025-01-01,Task_Completato,61,True,51
U0266,2025-01-01,Login,5,True,120
U0266,2025-01-01,Task_Fallito,0,False,120
U0269,2025-01-01,Login,5,True,120
U0269,2025-01-01,Task_Completato,68,True,120
U0270,2025-01-01,Login,11,True,120
U0270,2025-01-01,Task_Fallito,0,False,120
U0273,2025-01-01,Login,7,True,45
U0273,2025-01-01,Task_Fallito,0,False,45
U0275,2025-01-01,Login,14,True,120
U0275,2025-01-01,Task_Fallito,0,False,120
U0275,2025-01-01,Riscatto_Premio,-439,True,120
U0277,2025-01-01,Login,10,True,120
U0277,2025-01-01,Task_Fallito,0,False,120
U0279,2025-01-01,Login,8,True,93
U0279,2025-01-01,Task_Completato,140,True,93
U0280,2025-01-01,Login,7,True,120
U0280,2025-01-01,Task_Completato,138,True,120
U0282,2025-01-01,Login,10,True,120
U0282,2025-01-01,Task_Fallito,0,False,120
U0283,2025-01-01,Login,10,True,120
U0283,2025-01-01,Task_Completato,90,True,120
U0284,2025-01-01,Login,8,True,120
U0284,2025-01-01,Task_Completato,115,True,120
U0285,2025-01-01,Login,7,True,113
U0285,2025-01-01,Task_Completato,76,True,113
U0286,2025-01-01,Login,10,True,120
U0286,2025-01-01,Task_Completato,149,True,120
U0287,2025-01-01,Login,8,True,89
U0287,2025-01-01,Task_Fallito,0,False,89
U0288,2025-01-01,Login,10,True,120
U0288,2025-01-01,Task_Fallito,0,False,120
U0288,2025-01-01,Riscatto_Premio,-253,True,120
U0289,2025-01-01,Login,6,True,120
U0289,2025-01-01,Task_Completato,77,True,120
U0290,2025-01-01,Login,11,True,84
U0290,2025-01-01,Task_Completato,85,True,84
U0291,2025-01-01,Login,13,True,120
U0291,2025-01-01,Task_Fallito,0,False,120
U0292,2025-01-01,Login,10,True,120
U0292,2025-01-01,Task_Completato,76,True,120
U0293,2025-01-01,Login,9,True,51
U0293,2025-01-01,Task_Fallito,0,False,51
U0294,2025-01-01,Login,13,True,120
U0294,2025-01-01,Task_Completato,68,True,120
U0295,2025-01-01,Login,13,True,98
U0295,2025-01-01,Task_Completato,99,True,98
U0296,2025-01-01,Login,5,True,120
U0296,2025-01-01,Task_Fallito,0,False,120
U0298,2025-01-01,Login,5,True,120
U0298,2025-01-01,Task_Completato,118,True,120
U0300,2025-01-01,Login,6,True,120
U0300,2025-01-01,Task_Fallito,0,False,120
U0301,2025-01-01,Login,6,True,120
U0301,2025-01-01,Task_Completato,59,True,120
U0302,2025-01-01,Login,8,True,120
U0302,2025-01-01,Task_Fallito,0,False,120
U0303,2025-01-01,Login,14,True,118
U0303,2025-01-01,Task_Fallito,0,False,118
U0305,2025-01-01,Login,14,True,120
U0305,2025-01-01,Task_Completato,55,True,120
U0310,2025-01-01,Login,9,True,120
U0310,2025-01-01,Task_Completato,107,True,120
U0312,2025-01-01,Login,8,True,120
U0312,2025-01-01,Task_Completato,86,True,120
U0313,2025-01-01,Login,10,True,120
U0313,2025-01-01,Task_Fallito,0,False,120
U0314,2025-01-01,Login,10,True,51
U0314,2025-01-01,Task_Fallito,0,False,51
U0317,2025-01-01,Login,11,True,107
U0317,2025-01-01,Task_Fallito,0,False,107
U0317,2025-01-01,Riscatto_Premio,-380,True,107
U0318,2025-01-01,Login,10,True,120
U0318,2025-01-01,Task_Completato,78,True,120
U0319,2025-01-01,Login,9,True,120
U0319,2025-01-01,Task_Fallito,0,False,120
U0321,2025-01-01,Login,8,True,95
U0321,2025-01-01,Task_Completato,117,True,95
U0322,2025-01-01,Login,14,True,112
U0322,2025-01-01,Task_Fallito,0,False,112
U0323,2025-01-01,Login,8,True,120
U0323,2025-01-01,Task_Fallito,0,False,120
U0324,2025-01-01,Login,11,True,120
U0324,2025-01-01,Task_Fallito,0,False,120
U0329,2025-01-01,Login,13,True,120
U0329,2025-01-01,Task_Completato,84,True,120
U0330,2025-01-01,Login,9,True,120
U0330,2025-01-01,Task_Completato,130,True,120
U0331,2025-01-01,Login,13,True,120
U0331,2025-01-01,Task_Completato,122,True,120
U0333,2025-01-01,Login,8,True,120
U0333,2025-01-01,Task_Completato,72,True,120
U0334,2025-01-01,Login,9,True,118
U0334,2025-01-01,Task_Fallito,0,False,118
U0335,2025-01-01,Login,10,True,120
U0335,2025-01-01,Task_Completato,79,True,120
U0335,2025-01-01,Riscatto_Premio,-266,True,120
U0336,2025-01-01,Login,7,True,120
U0336,2025-01-01,Task_Completato,59,True,120
U0338,2025-01-01,Login,14,True,82
U0338,2025-01-01,Task_Fallito,0,False,82
U0339,2025-01-01,Login,10,True,114
U0339,2025-01-01,Task_Completato,64,True,114
U0340,2025-01-01,Login,13,True,120
U0340,2025-01-01,Task_Completato,111,True,120
U0342,2025-01-01,Login,14,True,120
U0342,2025-01-01,Task_Completato,99,True,120
U0343,2025-01-01,Login,5,True,88
U0343,2025-01-01,Task_Completato,97,True,88
U0345,2025-01-01,Login,11,True,120
U0345,2025-01-01,Task_Completato,75,True,120
U0346,2025-01-01,Login,14,True,120
U0346,2025-01-01,Task_Fallito,0,False,120
U0348,2025-01-01,Login,5,True,120
U0348,2025-01-01,Task_Completato,92,True,120
U0349,2025-01-01,Login,9,True,120
U0349,2025-01-01,Task_Completato,75,True,120
U0350,2025-01-01,Login,13,True,120
U0350,2025-01-01,Task_Fallito,0,False,120
U0353,2025-01-01,Login,7,True,106
U0353,2025-01-01,Task_Completato,120,True,106
U0354,2025-01-01,Login,6,True,120
U0354,2025-01-01,Task_Completato,64,True,120
U0355,2025-01-01,Login,13,True,120
U0355,2025-01-01,Task_Fallito,0,False,120
U0356,2025-01-01,Login,12,True,95
U0356,2025-01-01,Task_Fallito,0,False,95
U0357,2025-01-01,Login,8,True,120
U0357,2025-01-01,Task_Fallito,0,False,120
U0362,2025-01-01,Login,14,True,120
U0362,2025-01-01,Task_Completato,132,True,120
U0366,2025-01-01,Login,8,True,48
U0366,2025-01-01,Task_Completato,144,True,48
U0367,2025-01-01,Login,6,True,47
U0367,2025-01-01,Task_Fallito,0,False,47
U0368,2025-01-01,Login,6,True,39
U0368,2025-01-01,Task_Fallito,0,False,39
U0369,2025-01-01,Login,12,True,120
U0369,2025-01-01,Task_Completato,107,True,120
U0370,2025-01-01,Login,11,True,120
U0370,2025-01-01,Task_Completato,130,True,120
U0370,2025-01-01,Riscatto_Premio,-290,True,120
U0371,2025-01-01,Login,11,True,118
U0371,2025-01-01,Task_Completato,141,True,118
U0372,2025-01-01,Login,11,True,120
U0372,2025-01-01,Task_Completato,70,True,120
U0375,2025-01-01,Login,14,True,120
U0375,2025-01-01,Task_Completato,110,True,120
U0376,2025-01-01,Login,12,True,103
U0376,2025-01-01,Task_Completato,106,True,103
U0377,2025-01-01,Login,14,True,50
U0377,2025-01-01,Task_Fallito,0,False,50
U0378,2025-01-01,Login,6,True,120
U0378,2025-01-01,Task_Completato,139,True,120
U0380,2025-01-01,Login,10,True,120
U0380,2025-01-01,Task_Completato,116,True,120
U0381,2025-01-01,Login,5,True,120
U0381,2025-01-01,Task_Completato,145,True,120
U0383,2025-01-01,Login,8,True,120
U0383,2025-01-01,Task_Fallito,0,False,120
U0388,2025-01-01,Login,14,True,115
U0388,2025-01-01,Task_Completato,125,True,115
U0389,2025-01-01,Login,9,True,17
U0389,2025-01-01,Task_Completato,119,True,17
U0395,2025-01-01,Login,12,True,120
U0395,2025-01-01,Task_Completato,78,True,120
U0397,2025-01-01,Login,12,True,43
U0397,2025-01-01,Task_Completato,103,True,43
U0404,2025-01-01,Login,7,True,35
U0404,2025-01-01,Task_Fallito,0,False,35
U0405,2025-01-01,Login,7,True,120
U0405,2025-01-01,Task_Completato,108,True,120
U0407,2025-01-01,Login,9,True,120
U0407,2025-01-01,Task_Completato,87,True,120
U0407,2025-01-01,Riscatto_Premio,-387,True,120
U0408,2025-01-01,Login,8,True,120
U0408,2025-01-01,Task_Completato,128,True,120
U0409,2025-01-01,Login,7,True,44
U0409,2025-01-01,Task_Fallito,0,False,44
U0410,2025-01-01,Login,13,True,104
U0410,2025-01-01,Task_Completato,78,True,104
U0411,2025-01-01,Login,14,True,120
U0411,2025-01-01,Task_Completato,74,True,120
U0415,2025-01-01,Login,9,True,96
U0415,2025-01-01,Task_Fallito,0,False,96
U0416,2025-01-01,Login,6,True,16
U0416,2025-01-01,Task_Fallito,0,False,16
U0417,2025-01-01,Login,13,True,120
U0417,2025-01-01,Task_Completato,81,True,120
U0418,2025-01-01,Login,11,True,120
U0418,2025-01-01,Task_Fallito,0,False,120
U0421,2025-01-01,Login,13,True,60
U0421,2025-01-01,Task_Fallito,0,False,60
U0422,2025-01-01,Login,11,True,120
U0422,2025-01-01,Task_Fallito,0,False,120
U0423,2025-01-01,Login,10,True,120
U0423,2025-01-01,Task_Completato,130,True,120
U0424,2025-01-01,Login,8,True,119
U0424,2025-01-01,Task_Fallito,0,False,119
U0425,2025-01-01,Login,12,True,120
U0425,2025-01-01,Task_Fallito,0,False,120
U0427,2025-01-01,Login,6,True,120
U0427,2025-01-01,Task_Fallito,0,False,120
U0429,2025-01-01,Login,12,True,120
U0429,2025-01-01,Task_Completato,92,True,120
U0430,2025-01-01,Login,12,True,120
U0430,2025-01-01,Task_Completato,130,True,120
U0434,2025-01-01,Login,12,True,120
U0434,2025-01-01,Task_Completato,102,True,120
U0436,2025-01-01,Login,7,True,113
U0436,2025-01-01,Task_Completato,130,True,113
U0440,2025-01-01,Login,8,True,120
U0440,2025-01-01,Task_Completato,102,True,120
U0444,2025-01-01,Login,6,True,120
U0444,2025-01-01,Task_Completato,107,True,120
U0446,2025-01-01,Login,14,True,39
U0446,2025-01-01,Task_Completato,64,True,39
U0450,2025-01-01,Login,12,True,94
U0450,2025-01-01,Task_Completato,60,True,94
U0451,2025-01-01,Login,12,True,102
U0451,2025-01-01,Task_Completato,88,True,102
U0452,2025-01-01,Login,8,True,84
U0452,2025-01-01,Task_Completato,135,True,84
U0454,2025-01-01,Login,12,True,69
U0454,2025-01-01,Task_Completato,136,True,69
U0457,2025-01-01,Login,9,True,120
U0457,2025-01-01,Task_Completato,59,True,120
U0458,2025-01-01,Login,7,True,65
U0458,2025-01-01,Task_Completato,109,True,65
U0459,2025-01-01,Login,11,True,120
U0459,2025-01-01,Task_Fallito,0,False,120
U0460,2025-01-01,Login,9,True,120
U0460,2025-01-01,Task_Completato,58,True,120
U0461,2025-01-01,Login,6,True,120
U0461,2025-01-01,Task_Completato,89,True,120
U0462,2025-01-01,Login,11,True,55
U0462,2025-01-01,Task_Fallito,0,False,55
U0464,2025-01-01,Login,9,True,111
U0464,2025-01-01,Task_Completato,129,True,111
U0466,2025-01-01,Login,11,True,66
U0466,2025-01-01,Task_Completato,97,True,66
U0467,2025-01-01,Login,8,True,120
U0467,2025-01-01,Task_Completato,145,True,120
U0468,2025-01-01,Login,5,True,63
U0468,2025-01-01,Task_Fallito,0,False,63
U0469,2025-01-01,Login,14,True,34
U0469,2025-01-01,Task_Fallito,0,False,34
U0473,2025-01-01,Login,10,True,120
U0473,2025-01-01,Task_Fallito,0,False,120
U0475,2025-01-01,Login,10,True,93
U0475,2025-01-01,Task_Fallito,0,False,93
U0479,2025-01-01,Login,7,True,44
U0479,2025-01-01,Task_Fallito,0,False,44
U0480,2025-01-01,Login,9,True,95
U0480,2025-01-01,Task_Completato,138,True,95
U0481,2025-01-01,Login,9,True,120
U0481,2025-01-01,Task_Fallito,0,False,120
U0482,2025-01-01,Login,14,True,120
U0482,2025-01-01,Task_Fallito,0,False,120
U0484,2025-01-01,Login,5,True,120
U0484,2025-01-01,Task_Fallito,0,False,120
U0485,2025-01-01,Login,12,True,95
U0485,2025-01-01,Task_Fallito,0,False,95
U0486,2025-01-01,Login,12,True,31
U0486,2025-01-01,Task_Fallito,0,False,31
U0487,2025-01-01,Login,9,True,120
U0487,2025-01-01,Task_Completato,138,True,120
U0488,2025-01-01,Login,10,True,120
U0488,2025-01-01,Task_Completato,66,True,120
U0492,2025-01-01,Login,9,True,120
U0492,2025-01-01,Task_Fallito,0,False,120
U0493,2025-01-01,Login,7,True,120
U0493,2025-01-01,Task_Completato,122,True,120
U0494,2025-01-01,Login,9,True,120
U0494,2025-01-01,Task_Completato,101,True,120
U0498,2025-01-01,Login,6,True,120
U0498,2025-01-01,Task_Completato,81,True,120
U0500,2025-01-01,Login,13,True,38
U0500,2025-01-01,Task_Completato,76,True,38
U0501,2025-01-01,Login,12,True,120
U0501,2025-01-01,Task_Completato,60,True,120
U0503,2025-01-01,Login,14,True,120
U0503,2025-01-01,Task_Completato,134,True,120
U0505,2025-01-01,Login,10,True,120
U0505,2025-01-01,Task_Completato,113,True,120
U0506,2025-01-01,Login,5,True,120
U0506,2025-01-01,Task_Completato,60,True,120
U0508,2025-01-01,Login,12,True,41
U0508,2025-01-01,Task_Fallito,0,False,41
U0511,2025-01-01,Login,6,True,120
U0511,2025-01-01,Task_Fallito,0,False,120
U0515,2025-01-01,Login,8,True,120
U0515,2025-01-01,Task_Completato,130,True,120
U0516,2025-01-01,Login,7,True,120
U0516,2025-01-01,Task_Completato,148,True,120
U0517,2025-01-01,Login,5,True,57
U0517,2025-01-01,Task_Completato,97,True,57
U0519,2025-01-01,Login,6,True,46
U0519,2025-01-01,Task_Fallito,0,False,46
U0520,2025-01-01,Login,12,True,120
U0520,2025-01-01,Task_Completato,137,True,120
U0521,2025-01-01,Login,6,True,105
U0521,2025-01-01,Task_Completato,73,True,105
U0522,2025-01-01,Login,14,True,120
U0522,2025-01-01,Task_Completato,59,True,120
U0523,2025-01-01,Login,7,True,74
U0523,2025-01-01,Task_Fallito,0,False,74
U0524,2025-01-01,Login,13,True,29
U0524,2025-01-01,Task_Fallito,0,False,29
U0529,2025-01-01,Login,11,True,120
U0529,2025-01-01,Task_Completato,138,True,120
U0534,2025-01-01,Login,5,True,81
U0534,2025-01-01,Task_Completato,64,True,81
U0535,2025-01-01,Login,13,True,120
U0535,2025-01-01,Task_Completato,54,True,120
U0536,2025-01-01,Login,11,True,54
U0536,2025-01-01,Task_Fallito,0,False,54
U0538,2025-01-01,Login,11,True,120
U0538,2025-01-01,Task_Completato,89,True,120
U0539,2025-01-01,Login,5,True,93
U0539,2025-01-01,Task_Completato,124,True,93
U0540,2025-01-01,Login,9,True,120
U0540,2025-01-01,Task_Completato,105,True,120
U0542,2025-01-01,Login,6,True,78
U0542,2025-01-01,Task_Fallito,0,False,78
U0543,2025-01-01,Login,11,True,120
U0543,2025-01-01,Task_Completato,121,True,120
U0547,2025-01-01,Login,14,True,120
U0547,2025-01-01,Task_Completato,83,True,120
U0548,2025-01-01,Login,5,True,120
